5,Beverages,2010-11-24,513562190,105
2,Beverages,2010-08-27,918429410,803
3,Snacks,2016-02-28,413587462,835
5,Meat,2015-02-25,219397675,127
4,Cosmetics,2015-05-17,726533877,167
2,Personal Care,2010-06-24,145982396,469
6,Beverages,2014-02-16,359042060,234
2,Clothes,2010-09-30,167324197,136
3,Baby Food,2016-10-24,877563703,150
6,Household,2011-10-21,634306228,209
6,Fruits,2016-04-13,395841538,495
3,Office Supplies,2016-03-23,215343463,197
2,Fruits,2013-10-20,666298329,925
6,Fruits,2016-01-18,592504966,293
3,Office Supplies,2015-11-27,258074700,466
2,Clothes,2015-11-18,665311276,331
4,Fruits,2016-06-23,907148683,298
4,Personal Care,2011-08-23,742141330,281
3,Cereal,2017-04-14,796188485,102
7,Household,2016-11-23,902598369,390
2,Beverages,2017-04-27,506672132,139
4,Vegetables,2015-08-28,195958602,669
3,Cereal,2010-01-19,178319108,871
2,Beverages,2016-03-24,483253657,138
1,Vegetables,2015-06-16,626646268,673
1,Personal Care,2014-01-17,234352815,513
6,Meat,2016-06-16,409701907,319
2,Cereal,2010-12-17,658323371,160
1,Meat,2016-04-13,514505898,942
5,Vegetables,2011-01-26,764397227,892
1,Office Supplies,2015-03-17,400249803,874
3,Cereal,2011-12-18,318739402,108
6,Snacks,2010-11-22,171029078,155
3,Snacks,2016-12-15,802434384,684
6,Baby Food,2015-04-22,222276437,859
4,Vegetables,2016-07-13,408248364,783
2,Beverages,2013-01-13,300122725,584
2,Meat,2011-04-26,720954883,197
1,Baby Food,2011-01-16,972206628,102
3,Household,2010-04-26,860757625,309
2,Cereal,2012-10-20,292675626,945
2,Beverages,2013-01-21,207120454,127
6,Personal Care,2013-11-16,500682437,108
6,Cereal,2011-09-13,465417182,719
5,Personal Care,2013-09-16,793854320,452
5,Clothes,2015-03-28,680716168,282
4,Clothes,2014-02-19,842634475,111
2,Household,2016-01-16,908903920,187
6,Clothes,2011-10-14,452786338,300
1,Cosmetics,2010-07-29,897369992,151
4,Snacks,2014-01-18,924102389,125
3,Fruits,2014-04-28,812099349,491
3,Baby Food,2015-09-15,102760636,127
2,Meat,2015-06-13,217794787,334
3,Clothes,2010-01-18,155688130,154
3,Beverages,2015-12-31,785239493,275
4,Clothes,2012-12-30,795560204,100
4,Fruits,2015-11-20,746074092,606
4,Baby Food,2016-11-28,356939208,812
4,Personal Care,2015-03-14,999475467,331
1,Cereal,2015-10-26,703250157,726
3,Snacks,2012-07-23,182306802,729
3,Household,2013-05-29,282503831,402
3,Baby Food,2014-06-15,841662013,852
6,Snacks,2011-11-20,950118100,966
2,Vegetables,2013-10-28,591833770,510
1,Household,2017-04-28,726801669,282
5,Baby Food,2016-06-30,271714055,810
3,Baby Food,2015-05-25,153206336,958
2,Household,2011-09-14,747889840,305
2,Baby Food,2015-04-24,984838330,701
3,Vegetables,2015-11-30,122447192,336
4,Clothes,2010-04-26,181005179,827
6,Snacks,2015-01-27,576726281,485
6,Household,2010-03-18,139203059,107
6,Vegetables,2017-05-25,253681457,803
5,Cosmetics,2015-04-24,504631078,106
3,Office Supplies,2017-04-26,403042304,421
3,Meat,2010-11-16,402926003,131
2,Office Supplies,2015-07-22,276206004,228
2,Clothes,2014-02-17,315118634,339
2,Vegetables,2010-01-14,902703082,796
1,Meat,2015-07-27,144317710,206
3,Meat,2016-02-25,451489007,163
2,Fruits,2010-09-25,438697230,630
3,Clothes,2013-04-26,960678708,180
4,Cereal,2012-06-23,242482268,555
2,Baby Food,2012-12-29,629469239,444
1,Beverages,2014-07-15,529831397,246
3,Office Supplies,2010-01-29,947415292,488
7,Fruits,2014-11-16,759852063,412
4,Vegetables,2013-06-17,359490096,905
1,Beverages,2012-09-16,434912097,286
3,Personal Care,2012-11-16,187356221,976
1,Baby Food,2013-02-16,837638700,758
6,Meat,2014-03-20,558236205,122
5,Beverages,2010-10-20,772298371,289
2,Snacks,2014-05-31,520499026,592
2,Clothes,2014-08-16,533573615,184
2,Office Supplies,2016-11-18,581357705,289
7,Household,2017-07-17,519038617,196
5,Vegetables,2016-08-19,163720595,674
2,Cereal,2012-01-30,896007859,877
5,Office Supplies,2012-09-17,956406056,346
1,Personal Care,2011-12-16,601802146,310
3,Baby Food,2010-10-30,169373834,535
2,Personal Care,2015-01-13,300943267,263
5,Clothes,2012-11-13,655637729,237
1,Clothes,2015-09-20,690100896,180
3,Meat,2016-02-22,204753243,360
2,Snacks,2014-07-24,492678296,322
2,Cereal,2011-04-26,294904220,886
2,Personal Care,2013-09-19,573016679,409
3,Fruits,2013-05-30,255189502,352
4,Clothes,2010-07-30,148898494,440
2,Beverages,2010-12-13,334918057,271
6,Meat,2010-04-14,576316010,130
5,Cosmetics,2012-04-20,442729556,623
3,Fruits,2014-08-26,880830419,425
2,Meat,2010-04-21,489807689,139
3,Meat,2012-08-26,753040969,150
2,Beverages,2014-05-13,887865102,250
5,Snacks,2013-03-14,745071160,191
5,Personal Care,2016-07-13,855237424,148
3,Cereal,2011-12-19,237504518,201
2,Baby Food,2012-09-17,781774508,526
1,Cereal,2011-09-20,836013066,433
2,Fruits,2016-12-16,706519019,244
4,Clothes,2014-05-13,183317029,230
3,Personal Care,2013-01-27,638130843,337
3,Office Supplies,2013-04-16,345393693,447
2,Cosmetics,2016-09-14,815177237,208
3,Personal Care,2016-08-14,765464961,393
5,Cereal,2016-06-18,690009915,951
3,Cosmetics,2011-12-29,590783202,124
1,Vegetables,2017-06-17,338146150,346
3,Snacks,2013-05-19,218073737,167
3,Clothes,2017-04-27,758327281,170
1,Office Supplies,2017-02-23,800316083,887
2,Office Supplies,2012-07-30,850173842,219
4,Household,2011-03-25,440761888,462
4,Household,2016-02-19,777136647,431
3,Cereal,2016-06-14,940208518,872
5,Office Supplies,2010-09-29,739235532,266
2,Cereal,2016-09-19,741302764,798
2,Cosmetics,2011-08-18,878240907,259
4,Baby Food,2016-06-17,415723788,121
3,Clothes,2015-05-31,939737737,291
2,Personal Care,2013-06-27,392866647,386
3,Clothes,2012-10-28,145516765,178
3,Beverages,2014-04-14,731768262,169
3,Meat,2012-12-24,975583207,204
1,Office Supplies,2011-05-20,219181811,505
4,Cereal,2014-03-23,368452107,236
3,Cereal,2016-12-22,179515588,176
2,Household,2012-12-14,318775451,801
2,Cosmetics,2012-03-23,610628116,191
4,Meat,2014-06-18,188279759,183
1,Personal Care,2014-10-30,672042548,668
2,Cereal,2012-11-23,863527810,693
2,Cosmetics,2016-05-28,455119216,230
3,Beverages,2010-12-24,149857652,160
2,Cereal,2013-04-25,915062701,731
3,Snacks,2010-06-13,624220693,938
5,Meat,2016-12-25,821130454,350
2,Vegetables,2010-09-20,869903314,234
2,Personal Care,2012-08-24,581046140,188
7,Office Supplies,2011-05-30,576789796,198
2,Snacks,2016-07-16,457485568,877
1,Household,2011-08-26,101274907,419
3,Clothes,2012-04-13,714456641,878
1,Household,2010-07-22,125755107,129
1,Vegetables,2014-04-28,338031995,309
5,Cereal,2013-02-27,748021590,593
3,Beverages,2012-10-16,663585221,269
3,Cosmetics,2016-03-23,362896716,212
5,Snacks,2012-05-20,644442403,358
2,Personal Care,2012-01-25,649744164,146
5,Meat,2010-02-14,522035396,265
5,Baby Food,2010-03-31,454580199,147
2,Cereal,2014-07-19,678723180,951
4,Cosmetics,2011-10-21,873209512,251
7,Vegetables,2017-03-24,912843549,868
2,Household,2016-07-26,467877089,205
3,Clothes,2012-07-15,362683856,181
6,Fruits,2012-06-15,429117238,289
1,Personal Care,2012-10-31,941060817,547
2,Clothes,2011-04-21,112912261,753
2,Cereal,2011-04-23,233151185,406
6,Office Supplies,2012-12-14,907059848,421
2,Beverages,2015-07-31,120624577,138
2,Clothes,2015-10-20,430144202,289
1,Snacks,2011-04-21,412230050,671
1,Cereal,2014-06-25,802108228,590
3,Baby Food,2011-06-28,514685714,923
2,Personal Care,2012-09-20,309399735,403
2,Clothes,2017-05-26,914424121,260
3,Beverages,2010-08-31,878245198,357
4,Household,2012-10-17,619661796,276
6,Household,2012-09-24,562039363,441
3,Office Supplies,2010-12-28,602160489,800
3,Clothes,2016-12-24,270511567,331
2,Office Supplies,2012-08-15,609776675,279
2,Meat,2014-04-17,103417670,890
3,Personal Care,2010-10-31,840703713,100
2,Clothes,2013-08-28,905826032,104
3,Baby Food,2013-01-23,888447463,322
1,Cosmetics,2015-08-31,218117511,123
6,Beverages,2014-07-31,191826283,143
1,Baby Food,2016-04-14,825985467,100
1,Household,2017-05-24,284971034,407
2,Clothes,2016-10-22,138104856,256
3,Fruits,2010-08-31,410435760,409
2,Baby Food,2011-04-29,747325074,142
4,Office Supplies,2012-01-20,997786748,321
4,Meat,2015-08-27,553644263,163
1,Office Supplies,2010-05-22,358630502,293
2,Beverages,2010-02-25,409669291,289
2,Household,2013-09-20,689162337,367
7,Cereal,2014-11-27,973764026,851
5,Fruits,2016-08-19,169860494,301
5,Cosmetics,2011-09-24,170114982,254
6,Snacks,2016-12-22,788502347,411
2,Cereal,2016-07-18,149627196,804
6,Snacks,2017-01-21,763591706,254
3,Clothes,2014-11-22,771069705,197
2,Cosmetics,2015-01-26,633047521,443
4,Household,2012-04-23,880823981,213
1,Vegetables,2017-07-19,766010415,760
1,Office Supplies,2010-03-17,856621015,107
2,Cereal,2013-06-17,816830337,831
3,Office Supplies,2015-02-15,481363666,265
3,Beverages,2016-10-28,812347829,200
2,Household,2011-09-18,210771262,379
2,Meat,2010-09-19,936693751,268
2,Clothes,2011-06-29,753352963,981
3,Cosmetics,2011-06-17,319311463,560
3,Cereal,2017-06-28,329645907,984
6,Fruits,2016-03-21,932761418,255
2,Meat,2015-02-25,703698194,320
1,Cosmetics,2012-04-13,371451461,252
3,Fruits,2016-04-26,540916430,556
2,Beverages,2015-02-24,319288289,106
2,Office Supplies,2014-07-27,128380668,501
3,Cereal,2013-03-13,907304894,626
2,Clothes,2010-05-28,608869445,245
2,Snacks,2013-06-29,440175235,632
2,Personal Care,2014-03-26,266042792,386
4,Vegetables,2016-10-23,649129617,667
3,Meat,2010-11-30,252422320,227
4,Vegetables,2012-09-19,822943198,548
2,Cereal,2013-11-13,426413571,480
5,Household,2013-07-13,428920257,295
1,Household,2011-09-18,749110352,364
1,Cereal,2010-06-22,202657687,114
2,Meat,2016-06-27,124868905,123
3,Vegetables,2010-03-23,524833476,795
3,Cosmetics,2015-08-31,141211926,173
1,Office Supplies,2013-03-20,793718278,405
2,Cosmetics,2014-01-22,515881335,252
3,Snacks,2013-10-14,426528584,793
4,Office Supplies,2013-09-27,494458854,114
3,Meat,2014-02-26,134623563,253
2,Fruits,2015-09-29,575924193,527
2,Snacks,2017-07-25,723189485,652
2,Clothes,2015-12-31,517093265,295
2,Office Supplies,2016-01-24,418621861,439
1,Vegetables,2012-06-26,959074103,177
3,Clothes,2011-03-26,631648480,275
7,Clothes,2010-10-28,997033584,116
2,Clothes,2010-01-20,942927634,751
6,Clothes,2010-05-18,893702447,188
5,Household,2016-08-23,763576686,410
3,Personal Care,2017-01-13,149881255,116
2,Fruits,2012-04-30,744134318,327
3,Cosmetics,2016-04-18,436538159,518
2,Personal Care,2013-07-21,959467208,369
3,Vegetables,2013-08-13,270782792,863
2,Baby Food,2015-09-16,898658740,310
3,Cereal,2012-07-15,491581380,101
2,Fruits,2016-10-24,368349540,115
3,Personal Care,2017-05-31,950791442,519
2,Office Supplies,2016-09-27,698127782,198
3,Snacks,2014-08-23,259917914,423
5,Personal Care,2016-09-27,556714427,171
3,Vegetables,2015-09-16,455880963,378
6,Fruits,2015-05-14,348853957,172
3,Personal Care,2011-12-21,218494737,357
2,Baby Food,2014-03-18,117977130,144
3,Baby Food,2011-04-19,570724570,142
2,Household,2011-05-28,545972287,210
2,Fruits,2016-11-14,278654754,622
3,Personal Care,2012-07-29,582145631,492
2,Office Supplies,2015-09-20,272118747,254
3,Meat,2014-04-13,484560430,384
2,Office Supplies,2016-03-28,625769507,417
5,Household,2015-06-27,622357308,412
3,Office Supplies,2017-01-16,689676892,502
4,Meat,2014-02-19,605659806,257
3,Personal Care,2011-05-30,514446675,286
6,Beverages,2016-03-21,650052726,124
2,Cosmetics,2015-05-24,785178124,134
5,Vegetables,2011-10-22,211994779,256
1,Baby Food,2010-12-22,514037263,622
2,Snacks,2017-07-14,935446202,796
3,Cosmetics,2013-02-17,868574225,244
1,Cosmetics,2015-04-24,945362222,669
1,Cosmetics,2017-02-17,487734019,500
2,Fruits,2012-09-24,237925946,444
3,Meat,2016-03-27,108486831,918
3,Beverages,2012-07-19,532278001,554
4,Office Supplies,2014-02-21,212473285,232
2,Office Supplies,2017-02-15,427909600,357
3,Beverages,2015-06-22,421709620,668
5,Snacks,2014-02-18,992470395,282
1,Snacks,2013-01-15,815240752,653
2,Cosmetics,2012-11-23,988332068,217
3,Fruits,2015-04-19,478732955,454
3,Snacks,2015-07-29,187651050,874
5,Office Supplies,2010-05-25,495124471,377
3,Vegetables,2011-12-17,439568412,628
4,Snacks,2011-04-25,960094201,201
3,Cosmetics,2010-10-24,187399137,116
2,Personal Care,2017-04-28,223963439,261
1,Personal Care,2011-08-23,796179902,350
3,Fruits,2016-08-26,494722354,566
1,Meat,2010-11-15,230577123,637
2,Office Supplies,2015-01-17,659731423,422
2,Meat,2013-03-31,803873765,108
4,Household,2010-05-29,714781939,437
5,Vegetables,2016-12-25,496781003,672
3,Household,2013-11-29,246430909,162
3,Baby Food,2013-11-13,172829806,483
6,Household,2013-06-16,858707129,471
6,Cereal,2014-12-16,951095712,107
5,Household,2011-10-15,248911845,371
3,Clothes,2011-04-29,169391858,203
1,Clothes,2010-08-31,400084578,993
7,Household,2015-07-14,248851335,477
2,Baby Food,2013-10-15,893865954,582
1,Personal Care,2017-01-28,433614766,289
2,Fruits,2015-07-24,922268187,588
3,Vegetables,2012-01-23,402890384,279
2,Office Supplies,2011-11-26,383520543,580
4,Beverages,2014-11-25,331913125,296
3,Clothes,2014-06-25,673210704,245
2,Beverages,2014-09-14,575453412,264
6,Meat,2014-07-19,851190078,179
3,Office Supplies,2014-01-23,133282029,523
7,Clothes,2010-07-29,724903094,135
2,Cereal,2010-01-18,949539601,102
2,Office Supplies,2015-09-24,100990378,217
2,Cosmetics,2012-05-18,858904111,201
2,Baby Food,2011-03-24,284904086,132
2,Office Supplies,2013-05-30,556671941,237
4,Clothes,2014-11-15,602183663,300
2,Snacks,2014-05-14,299462687,635
2,Clothes,2016-05-29,457165849,157
2,Beverages,2015-11-29,207893359,289
2,Baby Food,2016-04-21,329917562,140
1,Personal Care,2015-02-25,342037284,299
7,Beverages,2011-01-31,283363854,799
4,Household,2015-02-24,263321101,713
1,Snacks,2016-09-30,911645352,484
6,Clothes,2010-02-17,228385436,114
3,Cosmetics,2011-05-16,718870913,229
5,Household,2013-01-19,494276463,313
5,Beverages,2016-11-19,641418159,277
6,Household,2014-11-15,861907327,320
2,Clothes,2012-01-30,230935895,283
2,Fruits,2011-12-27,934260451,504
1,Household,2014-12-30,320502793,138
1,Personal Care,2014-08-25,242836749,546
5,Cosmetics,2013-02-13,374748647,139
3,Household,2012-12-28,762814080,125
2,Snacks,2012-09-16,717502772,377
3,Vegetables,2015-06-20,278839719,338
1,Cereal,2017-05-26,371873748,534
3,Beverages,2015-09-21,641966187,291
4,Snacks,2012-06-28,804790866,424
2,Fruits,2010-10-31,196334111,586
5,Cereal,2011-02-23,922894752,459
2,Household,2014-11-26,211084115,167
3,Vegetables,2013-08-26,380356824,444
3,Cosmetics,2017-05-26,623292863,133
5,Household,2014-05-13,829733264,269
2,Household,2015-08-25,184032857,415
3,Baby Food,2015-01-14,373637568,103
5,Fruits,2014-04-27,562844884,495
2,Clothes,2014-12-18,449714028,330
5,Personal Care,2012-04-21,689937388,377
1,Snacks,2017-02-23,744230878,322
6,Cosmetics,2016-01-19,465536057,347
3,Fruits,2015-01-20,168582904,434
2,Personal Care,2016-04-23,657770192,434
2,Cereal,2015-06-28,326896750,570
2,Vegetables,2016-11-24,790073907,843
3,Cereal,2014-07-20,131725490,109
3,Clothes,2014-01-15,739709746,193
2,Meat,2016-10-20,776452577,307
4,Beverages,2015-01-20,677797067,129
2,Cereal,2014-12-29,422558057,371
6,Baby Food,2012-08-17,811014449,964
1,Cosmetics,2016-09-20,959385669,630
2,Baby Food,2011-03-31,975756156,108
3,Vegetables,2011-04-29,337883508,554
5,Cosmetics,2010-12-26,964057433,128
4,Vegetables,2014-02-18,774269473,218
2,Cereal,2015-09-15,589225804,452
1,Clothes,2011-02-22,129043281,201
2,Cosmetics,2017-01-27,860019481,203
3,Baby Food,2017-03-21,568381822,903
1,Household,2011-10-17,502141559,185
1,Fruits,2012-01-18,898604238,402
2,Cereal,2012-09-21,853760707,658
2,Clothes,2016-11-18,818332374,569
3,Meat,2015-04-28,202322518,212
3,Snacks,2015-03-30,197990214,833
3,Cereal,2016-06-14,422571790,847
1,Household,2016-01-17,563616073,270
3,Meat,2015-05-31,596850574,740
2,Office Supplies,2011-05-13,104334342,194
3,Office Supplies,2015-05-30,301862084,344
1,Cereal,2011-05-19,917708003,105
3,Cosmetics,2017-03-17,573419225,167
1,Snacks,2012-06-29,744258344,140
5,Cosmetics,2015-06-22,197250783,256
5,Beverages,2015-09-22,384053122,276
1,Personal Care,2017-06-30,718031060,114
4,Beverages,2014-10-19,183608424,848
3,Office Supplies,2010-04-16,985521543,345
2,Personal Care,2011-06-19,898819243,535
2,Baby Food,2016-12-28,311326205,114
4,Clothes,2011-05-19,662195622,260
4,Vegetables,2015-09-17,584660470,261
2,Cereal,2010-09-21,979791057,939
1,Office Supplies,2010-06-16,380398023,371
7,Cosmetics,2015-10-16,724030196,144
6,Household,2014-05-23,393253743,691
3,Personal Care,2015-05-20,540725028,797
4,Snacks,2012-01-15,223653161,272
5,Clothes,2015-05-30,451461970,232
1,Household,2014-11-23,953887784,273
2,Clothes,2012-04-25,630979430,347
3,Baby Food,2010-07-24,703098237,198
2,Clothes,2017-05-15,660918033,329
3,Clothes,2013-06-13,347918403,202
2,Snacks,2015-12-13,760009133,238
6,Beverages,2016-12-24,592696368,280
2,Personal Care,2013-03-17,821268641,281
6,Personal Care,2012-03-31,690092742,149
2,Beverages,2011-02-26,662462985,202
2,Office Supplies,2016-03-19,924810922,502
1,Cereal,2012-02-26,296036756,317
4,Office Supplies,2011-11-14,392256820,334
3,Meat,2014-12-26,865925920,203
1,Personal Care,2014-03-17,978619039,225
2,Personal Care,2015-09-27,484928214,560
5,Personal Care,2014-09-22,633979642,426
4,Household,2012-01-22,689928376,200
1,Personal Care,2013-06-27,315961062,496
1,Vegetables,2012-12-30,415243566,786
3,Meat,2012-11-19,619074714,248
1,Cereal,2015-11-20,575535809,315
6,Household,2012-04-27,266799819,427
2,Cosmetics,2013-11-14,623794114,894
3,Clothes,2010-04-15,349692523,230
3,Baby Food,2010-12-29,477238214,677
5,Snacks,2014-09-29,892523133,612
5,Household,2016-10-17,521412265,318
5,Household,2013-02-13,570082557,449
3,Cereal,2013-05-25,166830241,893
3,Baby Food,2013-12-20,169487988,656
4,Office Supplies,2016-07-27,821115434,270
3,Clothes,2014-02-22,621796834,844
3,Meat,2013-03-24,840672814,956
2,Household,2012-06-18,742407405,186
2,Baby Food,2016-03-24,398043525,139
5,Household,2013-12-21,877893292,351
1,Cereal,2010-06-21,996745193,925
1,Vegetables,2015-01-26,514501178,107
2,Snacks,2011-04-26,540065419,605
3,Cereal,2011-04-14,378381431,385
2,Cosmetics,2015-06-29,293560540,261
1,Cosmetics,2010-05-20,596077239,357
1,Fruits,2011-03-13,788174045,489
6,Beverages,2012-12-27,748369634,256
1,Meat,2014-08-18,102957618,229
2,Cosmetics,2015-11-25,900751721,343
2,Office Supplies,2015-09-29,952147567,251
2,Meat,2010-09-13,734117448,190
2,Fruits,2014-03-14,222787129,450
5,Snacks,2010-03-19,635901391,604
3,Clothes,2013-01-22,599598872,124
3,Office Supplies,2014-09-30,767600858,472
2,Personal Care,2013-04-20,489956176,440
1,Clothes,2015-05-28,537026154,244
2,Clothes,2016-10-31,988317906,146
1,Fruits,2015-11-25,584824836,105
6,Baby Food,2015-03-20,569961965,520
1,Cereal,2010-01-15,892115867,675
5,Personal Care,2012-07-14,967695367,803
2,Fruits,2016-09-19,681124293,599
2,Household,2015-04-22,710788238,346
2,Fruits,2010-08-21,697433412,339
3,Household,2017-01-27,562748324,431
2,Beverages,2011-03-29,992719304,208
6,Fruits,2012-06-20,943645179,306
2,Household,2010-11-13,792137277,496
6,Cosmetics,2016-07-18,985119426,199
5,Household,2010-05-19,689827954,214
6,Cereal,2015-12-18,943811690,434
3,Cereal,2014-05-16,681589925,756
4,Office Supplies,2014-11-21,388942468,292
2,Household,2017-07-25,864602839,203
1,Office Supplies,2016-05-23,358573424,456
6,Office Supplies,2011-11-27,279418647,264
1,Meat,2010-11-29,980073440,159
1,Baby Food,2013-08-19,267555987,736
4,Meat,2011-08-30,557671010,222
5,Beverages,2012-09-13,913662803,630
4,Snacks,2014-02-15,419574582,290
4,Beverages,2016-07-24,333311736,101
2,Beverages,2012-07-18,536607301,915
3,Snacks,2011-09-17,745135104,868
1,Clothes,2014-03-19,392145240,119
6,Meat,2016-05-27,205982768,136
3,Meat,2012-07-19,436716687,110
6,Household,2014-06-18,433558976,431
3,Fruits,2013-10-27,685702502,239
1,Cosmetics,2014-08-30,198205220,575
4,Vegetables,2010-10-29,637419307,490
3,Vegetables,2015-03-29,732472074,329
3,Cereal,2015-10-25,635003173,474
1,Cereal,2011-08-27,215373933,326
1,Cereal,2014-04-13,314258182,566
3,Fruits,2013-07-27,492642247,182
4,Fruits,2011-10-25,381824958,646
3,Fruits,2012-05-19,133417642,692
2,Meat,2015-11-27,869344127,258
6,Vegetables,2013-03-15,233456313,342
1,Baby Food,2014-12-26,755802142,119
4,Cosmetics,2015-10-19,503192555,124
2,Office Supplies,2014-07-21,389402520,899
1,Household,2010-10-24,226757228,682
5,Household,2010-09-14,359822690,421
4,Baby Food,2014-02-24,363647735,479
1,Beverages,2014-07-29,333593690,211
2,Baby Food,2012-04-15,248457801,484
3,Snacks,2012-12-21,350577437,244
4,Cosmetics,2017-02-15,477854907,177
3,Personal Care,2015-01-26,572633016,209
2,Personal Care,2015-06-30,923131644,227
2,Beverages,2015-07-26,818048274,238
4,Clothes,2015-08-31,201626431,164
6,Personal Care,2011-07-27,419245421,163
4,Fruits,2013-09-28,891266572,307
3,Meat,2015-11-26,181523168,204
3,Beverages,2015-08-19,892043769,140
4,Baby Food,2013-07-15,241536843,792
2,Meat,2014-01-17,701926219,161
3,Beverages,2015-01-29,765448224,633
1,Baby Food,2011-10-29,794651687,629
6,Cereal,2015-09-14,772397935,100
1,Fruits,2012-06-24,406526601,630
6,Clothes,2011-12-14,936974847,191
3,Clothes,2014-12-21,257883298,807
2,Snacks,2015-08-23,801796233,796
5,Cosmetics,2016-09-21,988392579,162
2,Meat,2014-02-27,279776132,302
1,Baby Food,2017-03-29,703931653,125
5,Cereal,2011-02-15,864250504,114
3,Vegetables,2016-07-22,614209830,654
3,Baby Food,2014-06-25,294940698,133
3,Cosmetics,2016-08-20,506489741,111
4,Meat,2016-03-16,528593289,494
2,Snacks,2011-03-24,611300170,600
2,Cereal,2014-10-23,307468545,659
2,Personal Care,2010-05-13,495556199,280
3,Cereal,2013-10-27,725178611,623
4,Office Supplies,2017-01-15,542359673,269
3,Fruits,2012-12-15,503640162,496
5,Cereal,2011-10-15,113756406,222
3,Meat,2013-06-19,747757232,249
2,Cereal,2011-06-24,139170444,290
3,Clothes,2012-12-29,648242986,299
6,Baby Food,2012-07-31,284520423,760
3,Clothes,2015-06-29,324614083,336
5,Clothes,2010-06-16,488593184,158
4,Vegetables,2012-09-23,385597217,512
1,Fruits,2016-03-30,294926106,279
1,Beverages,2013-12-14,713100516,363
